杂物,炼钢炉,行车支架,墙,钢架,轨道车,挖掘机,废料堆,过道,索具,半成品堆料,板房,平台,喷煤气设备,Area1,Area2,Area3,Area4,Label
0,2.9220839,12.956048,4.1513524,0,0,0,0,0,0,0,0,0,0,7.7143393,1.4362049,1.4652307,1.5893444,0
0,2.9414802,5.9495583,0.8889056,0,0,0,0,0,0,0,0,0,0,8.635928,1.2564435,1.0136924,0.9493295,0
0,2.9863307,8.029024,0.9457183,0,0,0,0,0,0,0,0,0,0,9.208245,0.8564782,0.8388022,0.7715627,0
0,4.8576355,5.9267654,0.76463175,0,0,0,0,0,0,0,0,0,0,8.001016,1.7773958,1.5776706,1.4642268,0
0,4.035691,5.8782816,0.2570393,0,0,0,0,0,0,2.0767143,0,0,0,7.6460557,1.5449954,1.2885575,0.96251047,0
0,4.0216985,5.9482856,0.012191869,0,0,0,0,0,0,0,0,0,0,7.096128,1.312235,1.2412483,1.0092199,0
0,3.0732462,5.9796433,0.054288577,0,0,0,0,0,0,0,0,0,0,8.355919,0.35363856,0.9056393,0.7649373,0
0,2.9203584,2.9878309,0,0,0,0,0,0,0,0.043502163,0,0,0,8.248287,1.6650554,1.2514881,0.990219,0
0,1.1082188,3.8056426,0.1646854,0,0,0,0,0,0,0,0,0,0,7.905309,0.3073146,0.95567596,0.8028971,0
0,0.8881375,4.0457816,2.7480826,0,0,0,0,0,0,0,0,0,0,8.274466,1.7814023,1.070711,1.1336491,0
0,2.9240024,5.1805487,3.7323735,0,0,0,0,0,0,0,0,0,0,8.488705,1.5759236,0.2802142,0.8214942,0
0,2.9293783,7.06832,3.880219,0,0,0,0,0,0,0,0,0,0,9.236447,0.71850157,1.018851,1.4167135,0
0,4.06126,8.136247,3.0672536,0,0,0,0,0,0,0.78142494,0,0,0,7.759342,1.5608691,0.4712994,0.74171984,0
0,5.9813023,8.111313,1.8994825,0,0,0,0,0,0,2.143039,0,0,0,7.3775444,1.355375,1.4810925,1.4479886,0
0,6.0426197,8.095308,1.9940165,0,0,0,0,0.006809801,0,3.1974201,0,0,0,8.201288,0.6098523,1.176402,1.2637066,0
0,7.0119753,8.029691,0.97914225,0,0,0,0,0,0,3.0713365,0,0,0,8.988945,1.6081774,1.1853644,1.1237154,0
