杂物,炼钢炉,行车支架,墙,钢架,轨道车,挖掘机,废料堆,过道,索具,半成品堆料,板房,平台,喷煤气设备,Area1,Area2,Area3,Area4,Label
0,0,3.9283152,0.33368254,0,0,0,0,0,0,5.0845585,0.30305845,0,0,4.8426676,4.1261835,5.893271,6.324711,2
0,0,2.5640614,0.029202186,0,0,0,0,0,0,5.143111,0.82137966,0,0,2.1215007,1.2300587,7.8158727,3.2402873,2
0,0,2.0586314,0,0,0,0,0,0,0,3.4010448,0.9997875,0,0,1.4952068,2.3680003,7.7350936,3.7843914,2
0,0,1.8028498,0,0,0,0,0,0,0,3.600196,0.4668542,0,0,4.019393,1.8027117,8.342139,4.1523604,2
0,0,2.225484,0,0,0,0,0,0,0,2.878727,0.83239836,0,0,1.410126,2.9007711,5.628377,3.542323,2
0,0,3.2970634,0,0,0,0,0,0,0,3.6016078,1.2493128,0,0,0.8875181,4.2723756,6.1279454,4.272075,2
0,0,3.593184,0.03751553,0,0,0,0,0,0,4.2026277,0.5717688,0,0,3.924737,4.4338837,5.982839,5.7837434,2
0,0,2.8123176,0.21596485,0,0,0,0,0,0,5.140117,0,0,0,5.6575,1.905625,6.06346,5.398456,2
0,0,3.3292968,0.17287922,0,0,0,0,0,0,5.3075624,0.38078904,0,0,4.6124,2.8760235,7.011741,5.5777164,2
0,0,3.2087338,0.028996594,0,0,0,0,0,0,4.287617,0.5407468,0,0,4.1366243,3.714613,6.936459,5.547552,2
0,0,2.128495,0,0,0,0,0,0,0,4.2744136,0.32520956,0,0,4.5939555,1.6303884,8.03395,4.268995,2
0,0,1.8672434,0,0,0,0,0,0,0,2.9965758,0.5367807,0,0,3.7005708,2.674655,7.9122024,4.8032455,2
0,0,1.0733637,0,0,0,0,0,0,0,0.27614725,0.17764054,0,0,4.118307,3.6712968,5.832542,4.587065,2
0,0,1.2701473,0.079216205,0,0,0,0,0,0,2.630939,0,0,0,5.151801,1.7206299,6.366319,4.9618454,2
0,0,2.7603388,0,0,0,0,0,0,0,4.873864,0.92867047,0,0,2.355698,2.234449,8.129246,4.219676,2
0,0,2.4598804,0.019508742,0,0,0,0,0,0,3.7055106,0.64518315,0,0,2.9205675,2.8462923,6.851273,4.673779,2
0,0,2.3597353,0,0,0,0,0,0,0,3.0834763,1.2345586,0,0,1.3821675,3.5232944,8.334688,4.5830307,2
0,0,2.483257,0.08351589,0,0,0,0,0,0,4.68727,0.19885428,0,0,4.6753554,1.8285314,6.9150224,4.7383795,2
0,0,3.1559095,0,0,0,0,0,0,0,4.76633,0.7872288,0,0,3.0554888,2.8922346,7.16931,4.3395247,2
0,0,3.342192,0.113926224,0,0,0,0,0,0,5.8372717,0.5265178,0,0,4.346964,2.3899443,7.773216,5.2536798,2
0,0,3.255769,0.060624994,0,0,0,0,0,0,4.889732,0.6609821,0,0,3.342326,3.056151,6.7261615,4.9887877,2
0,0,1.7161045,0,0,0,0,0,0,0,3.0562525,0.39766675,0,0,3.8418734,2.1508698,7.4375777,4.2886844,2
0,0,2.2977536,0,0,0,0,0,0,0,2.9335225,0.98914665,0,0,1.0806019,2.968162,5.8147182,3.4294333,2
0,0,1.7868757,0,0,0,0,0,0,0,3.6912239,0.30219918,0,0,3.4844432,1.3764006,6.324074,3.7510607,2
0,0,2.1777027,0,0,0,0,0,0,0,2.8749285,1.0021647,0,0,2.5330162,3.2993276,8.266598,4.357621,2
0,0,2.6014917,0,0,0,0,0,0,0,3.2400906,1.2777457,0,0,0.764009,3.4278786,7.0412936,3.8283021,2
0,0,2.1793664,0.009475678,0,0,0,0,0,0,4.022329,0.8748453,0,0,1.197378,1.5373514,6.6135893,2.9823458,2
0,0,2.033845,0,0,0,0,0,0,0,2.5043607,1.1025959,0,0,2.0132482,3.305169,8.330786,3.9718525,2
0,0,2.2935164,0,0,0,0,0,0,0,1.9798754,1.2423506,0,0,1.5564278,4.6367784,7.746455,5.2735205,2
0,0,2.8305626,0,0,0,0,0,0,0,2.2151344,1.2918673,0,0,1.2851431,5.2539506,6.8247128,5.4308906,2
0,0,1.4238571,0,0,0,0,0,0,0,0.37965345,0.72956437,0,0,2.0760365,4.22897,5.749203,4.2449384,2
0,0,2.2675352,0,0,0,0,0,0,0,2.4073467,0.7313911,0,0,3.804818,4.059504,7.8502126,5.2458386,2
0,0,2.6267312,0,0,0,0,0,0,0,3.7935407,1.1000817,0,0,1.8675476,3.1849368,7.8263044,4.6074147,2
0,0,2.3515348,0.054362647,0,0,0,0,0,0,4.9968143,0.21400438,0,0,5.1637683,1.3969641,7.86762,4.8008504,2
0,0,2.1938636,0.01996363,0,0,0,0,0,0,2.855682,0.37848574,0,0,3.2400153,3.018536,5.731313,4.483554,2
0,0,1.4046135,0.016624138,0,0,0,0,0,0,2.3223991,0.93917555,0,0,1.6092857,2.5007803,8.395849,4.213966,2
0,0,1.8911039,0,0,0,0,0,0,0,1.986682,0.48910224,0,0,3.956201,3.7739475,7.687032,5.3235345,2
0,0,1.2803866,0.09515009,0,0,0,0,0,0,2.4088414,0.4420429,0,0,3.3508983,2.0513937,7.9965158,4.375191,2
0,0,0.5120295,0,0,0,0,0,0,0,1.0830456,0.33051336,0,0,2.4370828,1.521457,5.822787,2.7957983,2
0,0,2.0788245,0.20526242,0,0,0,0,0,0,4.0183134,0.53813916,0,0,2.932748,1.6806362,7.314259,4.1292524,2
0,0,4.166521,0.09666569,0,0,0,0,0,0,5.1023016,0.9753395,0,0,3.2614644,4.7781944,7.1942143,6.2046337,2
0,0,3.2580936,0.04481066,0,0,0,0,0,0,4.3115063,0.68741685,0,0,2.1847153,3.242303,4.72625,4.2006526,2
0,0,2.5302868,0,0,0,0,0,0,0,3.0276613,0.60705775,0,0,2.4201074,3.3620198,5.083406,4.3008146,2
0,0,2.8062446,0,0,0,0,0,0,0,3.258745,0.6914152,0,0,2.7734838,3.8435237,5.8462205,4.929571,2
0,0,2.4053028,0,0,0,0,0,0,0,2.8442042,0.5890104,0,0,2.3489184,3.2919517,4.9637723,4.183343,2
0,0,3.0047424,0.00622566,0,0,0,0,0,0,3.5547266,0.7501596,0,0,2.731421,3.9325867,6.0079055,5.0396285,2
0,0,3.4298568,0.03203223,0,0,0,0,0,0,3.942803,0.8687553,0,0,3.242518,4.6114283,7.0695653,5.9377413,2
0,0,3.033786,0.012291543,0,0,0,0,0,0,3.5721464,0.7246797,0,0,2.9415393,4.0157366,6.0977874,5.2103996,2
0,0,3.3821704,0.03617876,0,0,0,0,0,0,4.010101,0.8169546,0,0,3.0620475,4.315838,6.5529118,5.5878315,2
0,0,3.232939,0.017949156,0,0,0,0,0,0,3.6683943,0.82863325,0,0,3.220641,4.509463,6.94507,5.81779,2
