杂物,炼钢炉,行车支架,墙,钢架,轨道车,挖掘机,废料堆,过道,索具,半成品堆料,板房,平台,喷煤气设备,Label
0,0,1.63,0,0,0,0,0,0,0,2.12,0.68,0.33,0,2
0,0,1.28,0.01,0,0,0,0,0,0,1.67,0.59,0.31,0,2
0,0,0.84,0.08,0,0,0,0,0,0,1.08,0.45,0.27,0,2
0,0,0.94,0.02,0,0,0,0,0,0,1.25,0.51,0.31,0,2
0,0,1.66,0,0,0,0,0,0,0,2.18,0.71,0.34,0,2
0,0,1.46,0,0,0,0,0,0,0,1.91,0.64,0.33,0,2
0,0,1.29,0,0,0,0,0,0,0,1.7,0.6,0.32,0,2
0,0,1.64,0,0,0,0,0,0,0,2.15,0.69,0.34,0,2
0,0,1.91,0,0,0,0,0,0,0,2.5,0.77,0.34,0,2
0,0,2.09,0,0,0,0,0,0,0,2.74,0.82,0.35,0,2
0,0,1.91,0,0,0,0,0,0,0,2.5,0.77,0.34,0,2
0,0,1.28,0.01,0,0,0,0,0,0,1.67,0.59,0.31,0,2
0,0,1.48,0,0,0,0,0,0,0,1.96,0.67,0.32,0,2
0,0,1.39,0,0,0,0,0,0,0,1.84,0.64,0.32,0,2
0,0,1.48,0,0,0,0,0,0,0,1.96,0.67,0.32,0,2
0,0,1.65,0,0,0,0,0,0,0,2.17,0.71,0.32,0,2
0,0,1.76,0,0,0,0,0,0,0,2.28,0.7,0.33,0,2
0,0,1.57,0,0,0,0,0,0,0,2.04,0.67,0.31,0,2
0,0,1.3,0,0,0,0,0,0,0,1.72,0.62,0.31,0,2
0,0,1.47,0,0,0,0,0,0,0,1.93,0.66,0.31,0,2
0,0,0.7,0.07,0,0,0,0,0,0,0.93,0.43,0.28,0,2
0,0,1.47,0,0,0,0,0,0,0,1.93,0.66,0.31,0,2
0,0,1.66,0,0,0,0,0,0,0,2.19,0.72,0.33,0,2
0,0,1.84,0,0,0,0,0,0,0,2.43,0.77,0.34,0,2
0,0,1.51,0,0,0,0,0,0,0,2.02,0.66,0.4,0,2
0,0,1.33,0,0,0,0,0,0,0,1.78,0.6,0.39,0,2
0,0,1.43,0,0,0,0,0,0,0,1.9,0.62,0.4,0,2
0,0,1.55,0,0,0,0,0,0,0,2.07,0.65,0.44,0,2
0,0,0.86,0.07,0,0,0,0,0,0,1.11,0.46,0.28,0,2
0,0,2,0,0,0,0,0,0,0,2.53,0.72,0.34,0,2
0,0,2.52,0,0,0,0,0,0,0,3.18,0.85,0.36,0,2
0,0,2.02,0,0,0,0,0,0,0,2.59,0.76,0.34,0,2
0,0,1.45,0,0,0,0,0,0,0,1.88,0.63,0.32,0,2
0,0,1.66,0,0,0,0,0,0,0,2.14,0.67,0.35,0,2
0,0,1.49,0,0,0,0,0,0,0,1.93,0.63,0.34,0,2
0,0,1.85,0,0,0,0,0,0,0,2.38,0.72,0.36,0,2
0,0,2.02,0,0,0,0,0,0,0,2.59,0.76,0.36,0,2
0,0,1.81,0,0,0,0,0,0,0,2.35,0.73,0.34,0,2
0,0,1.98,0,0,0,0,0,0,0,2.56,0.77,0.34,0,2
0,0,1.8,0,0,0,0,0,0,0,2.33,0.72,0.33,0,2
0,0,1.63,0,0,0,0,0,0,0,2.12,0.68,0.33,0,2
0,0,1.28,0.01,0,0,0,0,0,0,1.67,0.59,0.31,0,2
0,0,0.84,0.08,0,0,0,0,0,0,1.08,0.45,0.27,0,2
0,0,0.94,0.02,0,0,0,0,0,0,1.25,0.51,0.31,0,2
0,0,1.66,0,0,0,0,0,0,0,2.18,0.71,0.34,0,2
0,0,1.46,0,0,0,0,0,0,0,1.91,0.64,0.33,0,2
0,0,1.29,0,0,0,0,0,0,0,1.7,0.6,0.32,0,2
0,0,1.64,0,0,0,0,0,0,0,2.15,0.69,0.34,0,2
0,0,1.91,0,0,0,0,0,0,0,2.5,0.77,0.34,0,2
0,0,2.09,0,0,0,0,0,0,0,2.74,0.82,0.35,0,2
0,0,1.91,0,0,0,0,0,0,0,2.5,0.77,0.34,0,2
0,0,1.28,0.01,0,0,0,0,0,0,1.67,0.59,0.31,0,2
0,0,1.48,0,0,0,0,0,0,0,1.96,0.67,0.32,0,2
0,0,1.39,0,0,0,0,0,0,0,1.84,0.64,0.32,0,2
0,0,1.48,0,0,0,0,0,0,0,1.96,0.67,0.32,0,2
0,0,1.65,0,0,0,0,0,0,0,2.17,0.71,0.32,0,2
0,0,1.76,0,0,0,0,0,0,0,2.28,0.7,0.33,0,2
0,0,1.57,0,0,0,0,0,0,0,2.04,0.67,0.31,0,2
0,0,1.3,0,0,0,0,0,0,0,1.72,0.62,0.31,0,2
0,0,1.47,0,0,0,0,0,0,0,1.93,0.66,0.31,0,2
0,0,0.7,0.07,0,0,0,0,0,0,0.93,0.43,0.28,0,2
0,0,1.47,0,0,0,0,0,0,0,1.93,0.66,0.31,0,2
0,0,1.66,0,0,0,0,0,0,0,2.19,0.72,0.33,0,2
0,0,1.84,0,0,0,0,0,0,0,2.43,0.77,0.34,0,2
0,0,1.51,0,0,0,0,0,0,0,2.02,0.66,0.4,0,2
0,0,1.33,0,0,0,0,0,0,0,1.78,0.6,0.39,0,2
0,0,1.43,0,0,0,0,0,0,0,1.9,0.62,0.4,0,2
0,0,1.55,0,0,0,0,0,0,0,2.07,0.65,0.44,0,2
0,0,0.86,0.07,0,0,0,0,0,0,1.11,0.46,0.28,0,2
0,0,2,0,0,0,0,0,0,0,2.53,0.72,0.34,0,2
0,0,2.52,0,0,0,0,0,0,0,3.18,0.85,0.36,0,2
0,0,2.02,0,0,0,0,0,0,0,2.59,0.76,0.34,0,2
0,0,1.45,0,0,0,0,0,0,0,1.88,0.63,0.32,0,2
0,0,1.66,0,0,0,0,0,0,0,2.14,0.67,0.35,0,2
0,0,1.49,0,0,0,0,0,0,0,1.93,0.63,0.34,0,2
0,0,1.85,0,0,0,0,0,0,0,2.38,0.72,0.36,0,2
0,0,2.02,0,0,0,0,0,0,0,2.59,0.76,0.36,0,2
0,0,1.81,0,0,0,0,0,0,0,2.35,0.73,0.34,0,2
0,0,1.98,0,0,0,0,0,0,0,2.56,0.77,0.34,0,2
0,0,1.8,0,0,0,0,0,0,0,2.33,0.72,0.33,0,2
0,0,1.63,0,0,0,0,0,0,0,2.12,0.68,0.33,0,2
0,0,1.28,0.01,0,0,0,0,0,0,1.67,0.59,0.31,0,2
0,0,0.84,0.08,0,0,0,0,0,0,1.08,0.45,0.27,0,2
0,0,0.94,0.02,0,0,0,0,0,0,1.25,0.51,0.31,0,2
0,0,1.66,0,0,0,0,0,0,0,2.18,0.71,0.34,0,2
0,0,1.46,0,0,0,0,0,0,0,1.91,0.64,0.33,0,2
0,0,1.29,0,0,0,0,0,0,0,1.7,0.6,0.32,0,2
0,0,1.64,0,0,0,0,0,0,0,2.15,0.69,0.34,0,2
0,0,1.91,0,0,0,0,0,0,0,2.5,0.77,0.34,0,2
0,0,2.09,0,0,0,0,0,0,0,2.74,0.82,0.35,0,2
0,0,1.91,0,0,0,0,0,0,0,2.5,0.77,0.34,0,2
0,0,1.28,0.01,0,0,0,0,0,0,1.67,0.59,0.31,0,2
0,0,1.48,0,0,0,0,0,0,0,1.96,0.67,0.32,0,2
0,0,1.39,0,0,0,0,0,0,0,1.84,0.64,0.32,0,2
0,0,1.48,0,0,0,0,0,0,0,1.96,0.67,0.32,0,2
0,0,1.65,0,0,0,0,0,0,0,2.17,0.71,0.32,0,2
0,0,1.76,0,0,0,0,0,0,0,2.28,0.7,0.33,0,2
0,0,1.57,0,0,0,0,0,0,0,2.04,0.67,0.31,0,2
0,0,1.3,0,0,0,0,0,0,0,1.72,0.62,0.31,0,2
0,0,1.47,0,0,0,0,0,0,0,1.93,0.66,0.31,0,2
0,0,0.7,0.07,0,0,0,0,0,0,0.93,0.43,0.28,0,2
0,0,1.47,0,0,0,0,0,0,0,1.93,0.66,0.31,0,2
0,0,1.66,0,0,0,0,0,0,0,2.19,0.72,0.33,0,2
0,0,1.84,0,0,0,0,0,0,0,2.43,0.77,0.34,0,2
0,0,1.51,0,0,0,0,0,0,0,2.02,0.66,0.4,0,2
0,0,1.33,0,0,0,0,0,0,0,1.78,0.6,0.39,0,2
0,0,1.43,0,0,0,0,0,0,0,1.9,0.62,0.4,0,2
0,0,1.55,0,0,0,0,0,0,0,2.07,0.65,0.44,0,2
0,0,0.86,0.07,0,0,0,0,0,0,1.11,0.46,0.28,0,2
0,0,2,0,0,0,0,0,0,0,2.53,0.72,0.34,0,2
